"ID","consumer","trait_name","r2","intercept","AIC","AICc","BIC","habitat","location","stage"
478,"Plantago lanceolata","respiration rate",0.919576135213732,59.1374265,64.1474018665673,-246.915790407558,64.5446095749665,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
479,"Plantago lanceolata","respiration rate",0.965516964336873,27.7103496,25.8900255383252,Inf,23.9372151004957,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
480,"Plantago lanceolata","respiration rate",0.998662438429625,41.2172832,14.0030772528626,Inf,12.0502668150331,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
481,"Plantago lanceolata","respiration rate",0.968621351703288,49.2713708,36.1148411492283,NA,34.1620307113988,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
482,"Plantago lanceolata","respiration rate",0.983790749351913,46.624332,31.1368776408031,NA,29.1840672029736,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
483,"Fontinalis antipyretica","gross photosynthesis rate",0.987936730384329,1431.6,65.0482818019366,NA,63.0954713641071,"freshwater","Esthwaite Water, English Lake District",NA
484,"Fontinalis antipyretica","respiration rate",0.989385606066481,67.6,36.6968146594914,NA,34.7440042216619,"freshwater","Esthwaite Water, English Lake District",NA
485,"Eucalyptus marginata","net photosynthesis rate",0.999805456023253,26.725,-10.4675313846992,NA,-10.0703236763001,"terrestrial","Gleneagle area, 100 km SE of Perth, Australia","leaf"
486,"Eucalyptus marginata","respiration rate",0.998577463247085,6.40833333333334,-28.4738316433305,-440.979393325243,-26.0492983943905,"terrestrial","Gleneagle area, 100 km SE of Perth, Australia","leaf"
487,"Acacia craspedocarpa","net photosynthesis rate",0.999583254754964,27.9,-7.8397365629463,NA,-7.44252885454712,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
488,"Acacia craspedocarpa","respiration rate",0.996763027663108,8.35454545454546,-10.1471105717854,NA,-8.15763420779355,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
489,"Rhagodia baccata","net photosynthesis rate",0.999993391630727,46.34,-13.4081084302644,Inf,-15.3609188680939,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
490,"Rhagodia baccata","respiration rate",0.986909091190282,9.19285714285714,8.13067970499322,NA,11.3259663530695,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
491,"Acer rubrum","respiration rate",0.999824375093484,0.461253678,-32.1928432215785,NA,-34.145653659408,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
492,"Carya glabra","respiration rate",0.998128213752469,0.252134788,-27.7536301806996,NA,-29.7064406185291,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
493,"Quercus rubra","respiration rate",0.999665595815449,0.681728246,-24.8316249420338,NA,-26.7844353798633,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
494,"Quercus alba","respiration rate",0.999298594980645,0.415828266,-28.337328973663,NA,-30.2901394114925,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
495,"Quercus prinus","respiration rate",0.999959112496406,0.64413497,-36.1074534819667,Inf,-38.0602639197962,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
496,"Quercus coccinea","respiration rate",0.997616349063618,0.360611386,-22.0254934901158,NA,-23.9783039279453,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
497,"Liriodendron tulipifera","respiration rate",0.99610951193466,0.45772922,-16.2795771775041,Inf,-18.2323876153336,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
498,"Acer rubrum","respiration rate",0.999998750045803,10.84005606,-25.3937589056092,NA,-27.3465693434387,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
499,"Carya glabra","respiration rate",0.998785786556003,4.08360874,-2.02760058946492,NA,-3.98041102729442,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
500,"Quercus rubra","respiration rate",0.999833568895368,8.7670993,-2.73253024784085,Inf,-4.68534068567035,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
501,"Quercus alba","respiration rate",0.99957794201426,6.07880582,-4.13384753220218,NA,-6.08665797003168,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
502,"Quercus prinus","respiration rate",0.999927458061737,9.1233928,-6.83109621227469,NA,-8.78390665010419,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
503,"Quercus coccinea","respiration rate",0.998764912810835,4.49175126,-0.0809233876021143,NA,-2.03373382543161,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
504,"Liriodendron tulipifera","respiration rate",0.996105375186282,8.4432225,12.8566932813029,NA,10.9038828434734,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
505,"Mougeotia","net photosynthesis rate",0.87129450511621,20.6285714285714,48.1522748708942,-Inf,47.8818256161708,"aquatic","Little Rock Lake, Wisconsin",NA
506,"Mougeotia","respiration rate",0.96835027244271,6.27142857142857,22.1948249270655,NA,21.9243756723421,"aquatic","Little Rock Lake, Wisconsin",NA
507,"Vicia faba","respiration rate",0.837673628005434,13.455,37.0919348567186,-159.985214751615,36.0507322028588,"terrestrial","Department of Agricultural Botany, Plant Science Laboratories, The Univeristy of Reading, Whiteknights, Reading","4-7 week old plants"
508,"Latuca sativa","respiration rate",0.990046128346837,99.8721015555556,36.5314288170177,-Inf,37.5175517036988,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
509,"Latuca sativa","respiration rate",0.925197334457944,100.431654888889,63.2882594778905,-288.739497502383,64.2743823645716,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
510,"Latuca sativa","net photosynthesis rate",0.793093302749967,101.428572142857,33.1413065598947,NA,32.8708573051713,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
511,"Latuca sativa","net photosynthesis rate",0.207826298008383,96.944445,63.9483370508986,-229.847720303957,64.3455447592978,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
512,"Lycopersicum esculentum","respiration rate",0.956235639573914,98.14667,50.5567457046521,-286.150358850317,51.5428685913332,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
513,"Lycopersicum esculentum","respiration rate",0.955040192940629,101.427773222222,61.5709399523633,-272.613662279331,62.5570628390444,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
514,"Lycopersicum esculentum","net photosynthesis rate",0.0542924500084816,100.464947888889,49.1879431078108,-285.09031152941,50.1740659944919,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
515,"Lycopersicum esculentum","net photosynthesis rate",0.107940781086088,100.829056111111,77.1698329098475,-288.739497502383,78.1559557965286,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
516,"Glycine max","respiration rate",0.966408948445335,122.916550111111,62.0540222935649,NA,63.040145180246,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
517,"Glycine max","respiration rate",0.951657544337651,119.157896555556,63.1616973468017,NA,64.1478202334828,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
518,"Glycine max","net photosynthesis rate",0.224801334120287,99.7162482222222,47.3735656316233,NA,48.3596885183044,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
519,"Glycine max","net photosynthesis rate",0.531582942079847,97.5219966666667,65.5323243015548,-282.501172877344,66.5184471882359,"terrestrial","Crop Physiology Laboratory, Department of Plants, Soils and Biometeorology, Utah State University, Logan UT, Usa; Escola Agrotecnica Federal de Colatina, Colatina, Brazil",NA
520,"Pinus elliottii","respiration rate",0.702234102165837,1.43287981353591,88.758850084251,-12810.6903233921,108.21707114338,"terrestrial","Gainsville, Florida, Usa","stems"
521,"Betula pubescens","respiration rate",0.998323282996543,223.333349,74.4688303757696,NA,75.9817558407399,"terrestrial","Agricultural University of Norway, Department of Biology and Nature Conservation, Norway","twigs"
522,"Betula pubescens","respiration rate",0.99583409326676,511.732003333334,67.5821768379436,NA,66.5409741840839,"terrestrial","Agricultural University of Norway, Department of Biology and Nature Conservation, Norway","twigs"
523,"Lecanora muralis","respiration rate",0.961294228730145,1.3438684902381,-28.4795255065782,NA,-19.7911774151614,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
524,"Cladonia convoluta","respiration rate",0.218210176020131,0.463553715017268,457.982328443465,-22480.521059904,480.266176721326,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
525,"Cladonia convoluta","respiration rate",0.283661081642746,0.451582618411638,197.484557620517,NA,218.183980381649,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
526,"Cladonia convoluta","respiration rate",0.143866463746782,0.728682366627178,500.080910283764,NA,518.378321362562,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
527,"Lecanora muralis","respiration rate",0.372769748157039,0.23278417470197,-270.075939186742,-14589.6848895513,-250.044173388733,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
528,"Lecanora muralis","respiration rate",0.11836202738894,0.419249433758853,318.032416599097,-21313.2222474364,339.958388594085,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
529,"Diploschistes muscorum","respiration rate",0.499518847657734,0.373913572063158,-149.473261395729,-13603.9171097542,-129.772405132127,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
530,"Diploschistes muscorum","respiration rate",0.140090903638147,0.560380863951762,869.469743439987,-19668.3724894598,890.918321294532,"terrestrial","Wurzburg, Ammerfield near Aschfeld, Bavaria Germany",NA
531,"Lycopersicon esculentum","respiration rate",0.615919943497116,17.8008662272727,71.3148116546687,-359.724482911583,73.3042880186606,"terrestrial","Section of Molecular and Cellular Biology, University of California, Usa; Department of Botany and Range Science, Brigham Young University, Provo, UT, Usa; Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT, Usa","leaf"
532,"Brassica oleracea","respiration rate",0.862568055920185,21.67495386,63.3074638169486,NA,64.8203892819188,"terrestrial","Section of Molecular and Cellular Biology, University of California, Usa; Department of Botany and Range Science, Brigham Young University, Provo, UT, Usa; Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT, Usa","leaf section"
533,"Vitis labruscana","respiration rate",0.997024426992427,27.3556228571429,23.4207331834548,-221.848555314633,23.1502839287314,"terrestrial","Department of Horticulture, Pennsylvania State University, University Park, Usa; College of Horticulture, South China Agricultural University, Guangzhou, PR China; Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, NY, Usa","roots, 1 year old"
534,"Vitis labruscana","respiration rate",0.938361467928614,19.5015197142857,36.9452577238791,-224.203860970982,36.6748084691557,"terrestrial","Department of Horticulture, Pennsylvania State University, University Park, Usa; College of Horticulture, South China Agricultural University, Guangzhou, PR China; Department of Horticultural Sciences, New York State Agricultural Experiment Station, Corne","roots, 1 year old"
535,"Citrus aurantium","respiration rate",0.681299485552706,8.8634654076923,310.3759505508,-2668.64456037003,322.159494684248,"terrestrial","Pennsylvania State University, Centre County, PA, Usa","Single branch of fine roots, 2 year old trees"
536,"Citrus aurantium","respiration rate",0.99797043820478,11.4637306875,11.755353069418,-269.792591201393,12.1525607778172,"terrestrial","Pennsylvania State University, Centre County, PA, Usa","Single branch of fine roots, 2 year old trees"
537,"Citrus aurantium","respiration rate",0.965231932298075,8.18221082857143,19.2222351316825,NA,18.9517858769591,"terrestrial","Pennsylvania State University, Centre County, PA, Usa","Single branch of fine roots, 2 year old trees"
538,"Cassiope tetragona","respiration rate",0.997452059641886,0.3772,-17.1733974962851,Inf,-19.1262079341146,"terrestrial","Kangerdlugssuag, East Greenland",NA
539,"Cassiope hypnoides","respiration rate",0.999975233193245,0.334,-40.1658594135702,Inf,-42.1186698513997,"terrestrial","Kangerdlugssuag, East Greenland",NA
540,"Antennaria alpina","respiration rate",0.990414317041923,0.4758,-7.53374302668785,Inf,-9.48655346451735,"terrestrial","Kangerdlugssuag, East Greenland",NA
541,"Diapensia lapponica","respiration rate",0.995778453225262,0.51,-12.03175224597,Inf,-13.9845626837995,"terrestrial","Kangerdlugssuag, East Greenland",NA
542,"Viscaria alpina","respiration rate",0.99917569477155,0.548,-20.7067579230172,Inf,-22.6595683608467,"terrestrial","Kangerdlugssuag, East Greenland",NA
543,"Saxifraga oppositifolia","respiration rate",0.999922672468898,0.1978,-40.5048749303272,NA,-42.4576853681567,"terrestrial","Kangerdlugssuag, East Greenland",NA
544,"Empetrum nigrum","respiration rate",0.99995847943058,0.2856,-39.2127576155272,NA,-41.1655680533567,"terrestrial","Dublin",NA
545,"Saxifraga oppositifolia","respiration rate",0.999978532906735,0.2452,-44.7334434385276,NA,-46.6862538763571,"terrestrial","Dublin",NA
546,"Hordeum vulgare","respiration rate",0.990068191323835,9.54165871890909,35.9787265563844,-393.38746165319,37.9682029203763,"terrestrial","Carnegie Institute of Washington, Department of Plant Biology, Stanford, California, Usa","excised root"
547,"Zea mays","respiration rate",0.998031717423912,10.6810583983,20.5570306624385,NA,22.0699561274087,"terrestrial","Carnegie Institute of Washington, Department of Plant Biology, Stanford, California, Usa","excised root"
548,"Cladonia arbuscula","respiration rate",0.999264766198689,28.32,9.71576496887154,NA,7.76295453104204,"terrestrial","Dungeness, Kent, UK","upper part of podetia"
549,"Cladonia impexa","respiration rate",0.999998177356941,30.44,-17.1400084836292,NA,-19.0928189214587,"terrestrial","Dungeness, Kent, UK","upper part of podetia"
550,"Cornicularia aculeata","respiration rate",0.990718740718741,26.2,20.157006002712,Inf,18.2041955648825,"terrestrial","Dungeness, Kent, UK","upper part of thallus"
551,"Evernia prunastri","respiration rate",0.952805921653826,34.56,38.3637141299368,Inf,36.4109036921073,"terrestrial","Bedgebury Pinetum, Kent, UK","thallus"
552,"Hypogymnia physodes","respiration rate",0.971765280419472,25.04,30.1043275845192,NA,28.1515171466897,"terrestrial","Bedgebury Pinetum, Kent, UK","thallus lobes"
553,"Parmelia saxatilis","respiration rate",0.919919417100158,31.04,32.8095663301403,Inf,30.8567558923108,"terrestrial","South-east Northumberland, UK","thallus lobes"
554,"Parmelia saxatilis","respiration rate",0.983320381080433,42.22,30.9818350700942,Inf,29.0290246322647,"terrestrial","Warwickshire, UK","thallus lobes"
555,"Ramalina fastigiata","respiration rate",0.92006968526793,37.78,37.2552668673657,Inf,35.3024564295362,"terrestrial","Appledore, Kent, UK","thallus with apothecia"
556,"Usnea fragilescens","respiration rate",0.905238770353144,30.78,35.8598179750411,NA,33.9070075372116,"terrestrial","Bedgebury Pinetum, Kent, UK","thallus"
557,"Acer pseudoplatanus","respiration rate",0.99731576860231,2.1272292,-14.8424265029078,NA,-15.8836291567675,"terrestrial","Haut Jure, Meuse, eastern France","leaf"
558,"Betula pendula","respiration rate",0.963839358900768,2.1149059,3.31022691172742,Inf,1.35741647389792,"terrestrial","Ecophysiologie Forestiere, INRA Nancy, Champenoux, France; UA Physiologie Integree de l'Arbre, Domaine de Crouelle, Clermont Ferrand","leaf"
559,"Fagus sylvatica","respiration rate",0.999957048138013,2.00913258,-27.4281433938074,Inf,-29.3809538316369,"terrestrial","Ecophysiologie Forestiere, INRA Nancy, Champenoux, France; UA Physiologie Integree de l'Arbre, Domaine de Crouelle, Clermont Ferrand","leaf"
560,"Fraxinus excelsior","respiration rate",0.995370553359802,2.07915144333333,-9.96791386720782,NA,-11.0091165210675,"terrestrial","Val de Pierre, Aisne, northern France","leaf"
561,"Juglans regia","respiration rate",0.979321773356685,1.9312572,3.19409108426165,NA,1.24128064643215,"terrestrial","Ecophysiologie Forestiere, INRA Nancy, Champenoux, France; UA Physiologie Integree de l'Arbre, Domaine de Crouelle, Clermont Ferrand","leaf"
562,"Quercus petraea","respiration rate",0.944649117874066,2.08716681666667,3.96488306353726,-180.779630168414,2.92368040967754,"terrestrial","Perseigne, Orne, western France","leaf"
563,"Quercus robur","respiration rate",0.827316453385819,2.0991698,13.2219030048296,NA,12.1807003509699,"terrestrial","Perseigne, Orne, western France","leaf"
564,"Acer saccharum","respiration rate",0.714855336182483,5.42028122769231,234.632795887631,-2309.72965954167,245.504732237109,"terrestrial","Michigan's Upper Peninsula",NA
565,"Acer saccharum","respiration rate",0.0167011582080525,6.35268812916667,100.052713572656,NA,105.942982724395,"terrestrial","Michgan's Upper Peninsula",NA
566,"Acer saccharum","respiration rate",0.250505404350792,5.41684585833333,35.9461494731439,NA,38.3706827220839,"terrestrial","Michgan's Upper Peninsula",NA
567,"Pinus resinosa","respiration rate",0.951604612010982,3.80008396380952,42.2188163129104,-758.626350183216,47.4414285015276,"terrestrial","Michgan's Upper Peninsula",NA
568,"Pinus resinosa","respiration rate",0.165350113686879,5.76148525714286,25.8225255115557,-210.385293788828,25.5520762568323,"terrestrial","Michgan's Upper Peninsula",NA
569,"Pinus resinosa","respiration rate",0.371499094444443,4.22285004347826,67.4515468481076,NA,73.1290179277534,"terrestrial","Michgan's Upper Peninsula",NA
570,"Fuchsia excorticata","respiration rate",0.562375050270279,1.0162250490625,-14.1729238355172,-1157.57803540327,-6.84424432151853,"terrestrial","Taramakau Valley, Westland, New Zealand","leaf"
571,"Aristotelia serrata","respiration rate",0.432998714126393,1.13955107322581,9.34494256481482,NA,16.5148785872405,"terrestrial","Taramakau Valley, Westland, New Zealand","leaf"
572,"Aristotelia serrata","respiration rate",0.354576621422063,1.21812558375,9.93072086317897,-886.734835635476,15.8209900149187,"terrestrial","Taramakau Valley, Westland, New Zealand","leaf"
573,"Quercus ilex","net photosynthesis rate",0.294856141379136,8.18338238333333,56.6407191682407,NA,59.0652524171807,"terrestrial","Botanical Garden of Rome, Italy",NA
574,"Phillyrea latifolia","net photosynthesis rate",0.603566931854358,6.73554726666667,49.2415671155094,-406.294932230489,51.6661003644494,"terrestrial","Botanical Garden of Rome, Italy",NA
575,"Myrtus communis","net photosynthesis rate",0.248666113991871,3.643327325,49.4991900623282,-390.825364878494,51.9237233112682,"terrestrial","Botanical Garden of Rome, Italy",NA
576,"Arbutus unedo","net photosynthesis rate",0.539964587271965,7.20669046666667,58.8635073723155,-393.876174539105,61.2880406212555,"terrestrial","Botanical Garden of Rome, Italy",NA
577,"Cistus incanus","net photosynthesis rate",0.505832290259942,9.05627701666667,71.7556656835724,-391.583511697953,74.1801989325124,"terrestrial","Botanical Garden of Rome, Italy",NA
578,"Quercus ilex","respiration rate",0.713323463129844,1.00557445666667,6.69266178533775,-410.83172583753,9.11719503427775,"terrestrial","Botanical Garden of Rome, Italy",NA
579,"Phillyrea latifolia","respiration rate",0.728213413805489,1.37733333333333,21.0235415719327,NA,23.4480748208727,"terrestrial","Botanical Garden of Rome, Italy",NA
580,"Myrtus communis","respiration rate",0.713297345261891,1.03333109,9.58028356991757,-413.348372209315,12.0048168188576,"terrestrial","Botanical Garden of Rome, Italy",NA
581,"Arbutus unedo","respiration rate",0.929320447419462,0.9537533575,-7.85768310482072,-424.343860991805,-5.43314985588072,"terrestrial","Botanical Garden of Rome, Italy",NA
582,"Cistus incanus","respiration rate",0.870658490027203,1.5381356825,11.3083943533567,-424.343860991805,13.7329276022967,"terrestrial","Botanical Garden of Rome, Italy",NA
583,"Dracunculus vulgaris","respiration rate",0.937123176713182,0.02606170625,-81.8046309912414,NA,-79.3800977423014,"terrestrial","Adelaide, South Australia","appendix"
584,"Dracunculus vulgaris","respiration rate",0.63097508503999,0.0149130434,-78.2807729063621,-392.535388601814,-76.7678474413919,"terrestrial","Adelaide, South Australia","floral chamber"
585,"Dracunculus vulgaris","respiration rate",0.98937473793139,0.0417127799090909,-90.0764537566679,-450.553039905515,-88.086977392676,"terrestrial","Adelaide, South Australia","floral chamber"
586,"Phaeodactylum triconutum","net photosynthesis rate",0.883269421677877,0.107737982,-23.702778967346,Inf,-25.6555894051755,"marine","Cambridge culture collection",NA
587,"Phaeodactylum triconutum","net photosynthesis rate",0.948059841176183,0.213459068666667,-20.5617360358139,NA,-21.6029386896736,"marine","Cambridge culture collection",NA
588,"Phaeodactylum triconutum","net photosynthesis rate",0.919259671939501,0.653398586666667,-1.73228209947095,NA,-2.77348475333068,"marine","Cambridge culture collection",NA
589,"Phaeodactylum triconutum","net photosynthesis rate",0.953691373005994,0.895215666666667,-0.161188039330504,NA,-1.20239069319023,"marine","Cambridge culture collection",NA
590,"Phaeodactylum triconutum","net photosynthesis rate",0.865296650797444,0.770362112,6.61511334105023,NA,6.34466408632679,"marine","Cambridge culture collection",NA
591,"Phaeodactylum triconutum","net photosynthesis rate",0.768508811322457,0.421876768625,4.03478382365646,NA,4.43199153205564,"marine","Cambridge culture collection",NA
592,"Phaeodactylum triconutum","net photosynthesis rate",0.927794103660086,0.88923241762069,-21.2941508216964,NA,-14.4576716717641,"marine","Cambridge culture collection",NA
593,"Phaeodactylum triconutum","net photosynthesis rate",0.955409317318238,0.686606167142857,-4.6416393357458,NA,-4.91208859046924,"marine","Cambridge culture collection",NA
594,"Phaeodactylum triconutum","net photosynthesis rate",0.979795949762174,0.576806907142857,-11.8544565686717,-245.17398688586,-12.1249058233951,"marine","Cambridge culture collection",NA
595,"Phaeodactylum triconutum","net photosynthesis rate",0.759211580292959,3.49896473875,38.3826166386643,NA,38.7798243470634,"marine","Cambridge culture collection",NA
596,"Phaeodactylum triconutum","net photosynthesis rate",0.83638740043933,4.85636644233333,104.109194862878,-1063.12643095361,111.115181771189,"marine","Cambridge culture collection",NA
597,"Phaeodactylum triconutum","net photosynthesis rate",0.950515751837209,3.32076305714286,18.3005631789874,NA,18.030113924264,"marine","Cambridge culture collection",NA
598,"Phaeodactylum triconutum","net photosynthesis rate",0.970228494481769,2.23602487714286,9.95547079079433,NA,9.6850215360709,"marine","Cambridge culture collection",NA
599,"Laminaria saceharina","respiration rate",0.895223269793457,1.13903504166667,0.749157595064922,-171.755165787756,-0.292045058794804,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue"
600,"Laminaria saceharina","respiration rate",0.999959769304083,0.707163716666667,-56.5134331626135,-209.891811751931,-57.5546358164733,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue"
601,"Atriplex lentiformis","net photosynthesis rate",0.985910074849251,2.56207079444444,-21.9380009258781,-633.560437749269,-17.4861421363973,"terrestrial","Death Valley, California, USA","leaf"
602,"Atriplex lentiformis","net photosynthesis rate",0.987102373068167,2.34794858166667,-28.3036745257335,-648.576501768026,-23.8518157362527,"terrestrial","Ventura, California, USA","leaf"
603,"Atriplex lentiformis","net photosynthesis rate",0.997735453699936,2.05021270368421,-54.0384523974483,-706.611132790287,-49.3162575016161,"terrestrial","Death Valley, California, USA","leaf"
604,"Atriplex lentiformis","net photosynthesis rate",0.996344205483759,0.862827958333334,-68.4139603747827,NA,-63.9621015853019,"terrestrial","Ventura, California, USA","leaf"
605,"Atriplex lentiformis","respiration rate",0.998625615681103,0.33727668568421,-115.714859291701,NA,-110.992664395869,"terrestrial","Death Valley, California, USA","leaf"
606,"Atriplex lentiformis","respiration rate",0.998082804585264,0.371921776105263,-109.391159537299,-750.77784878483,-104.668964641466,"terrestrial","Ventura, California, USA","leaf"
607,"Atriplex lentiformis","respiration rate",0.989234382041092,0.215234186947368,-101.442439242629,NA,-96.7202443467967,"terrestrial","Death Valley, California, USA","leaf"
608,"Atriplex lentiformis","respiration rate",0.994529637181457,0.160550458421053,-131.314110270756,NA,-126.591915374924,"terrestrial","Ventura, California, USA","leaf"
609,"Zostera marina","respiration rate",0.839796138944176,3.35457745,21.2514289364115,NA,20.2102262825518,"marine","Del Monte Beach, Monterey, California, USA","root tissue"
610,"Zostera marina","respiration rate",0.579470870821385,2.13453192333333,25.4973475223722,-168.302980918335,24.4561448685125,"marine","Del Monte Beach, Monterey, California, USA","root tissue"
611,"Zostera marina","respiration rate",0.957047056529034,1.69736842333333,-1.94080539984233,NA,-2.98200805370205,"marine","Del Monte Beach, Monterey, California, USA","rhizome tissue"
612,"Zostera marina","respiration rate",0.853762828611402,1.52870810833333,6.31385656545665,-173.707700190364,5.27265391159692,"marine","Del Monte Beach, Monterey, California, USA","rhizome tissue"
613,"Zostera marina","respiration rate",0.975160219177663,8.12316608333334,14.7258265484108,NA,13.6846238945511,"marine","Del Monte Beach, Monterey, California, USA","leaf tissue"
614,"Zostera marina","respiration rate",0.808630940382279,5.84055345,23.1486212845927,-164.144097834975,22.1074186307329,"marine","Del Monte Beach, Monterey, California, USA","leaf tissue"
615,"Zostera marina","net photosynthesis rate",0.888125279454328,9.32683248333334,26.510756315449,NA,25.4695536615893,"marine","Del Monte Beach, Monterey, California, USA","leaf tissue"
616,"Zostera marina","net photosynthesis rate",0.986525873289431,9.0507925,18.5724759140951,-158.074492364904,17.5312732602354,"marine","Del Monte Beach, Monterey, California, USA","leaf tissue"
617,"Kallymenia antarctica","net photosynthesis rate",0.793237344953238,12.4612434166667,36.522552485862,NA,35.4813498320023,"marine","King George Island, Antarctica","thallus tissue"
618,"Kallymenia antarctica","net photosynthesis rate",0.997137090399279,14.7670898833333,13.8401688465447,NA,12.798966192685,"marine","King George Island, Antarctica","thallus tissue"
619,"Ballia callitricha","net photosynthesis rate",0.994828762412073,18.3098768333333,19.618742640621,NA,18.5775399867612,"marine","King George Island, Antarctica","thallus tissue"
620,"Ballia callitricha","net photosynthesis rate",0.988183565276993,7.24686464,7.01288389715309,Inf,5.06007345932359,"marine","King George Island, Antarctica","thallus tissue"
621,"Gymnogongrus antarcticus","net photosynthesis rate",0.994452337601875,41.429939,25.1593389537016,-166.964119610449,24.1181362998419,"marine","King George Island, Antarctica","thallus tissue"
622,"Gymnogongrus antarcticus","net photosynthesis rate",0.997541918915854,36.0012943333333,18.9105068395828,-157.552424102966,17.8693041857231,"marine","King George Island, Antarctica","thallus tissue"
623,"Gymnogongrus antarcticus","net photosynthesis rate",0.987202652477071,23.7933591666667,22.4852089455528,NA,21.4440062916931,"marine","King George Island, Antarctica","thallus tissue"
624,"Phyllophora ahnfeltioides","net photosynthesis rate",0.965676607178305,9.237743,19.3260660333495,NA,18.2848633794897,"marine","King George Island, Antarctica","thallus tissue"
